UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Difference temperature [K],Power
7353,M,299.7,310.2,1440,42.8,30,0,No Failure,10.5,61631.99999999999
7354,L,299.8,310.3,1687,30.4,33,0,No Failure,10.5,51284.799999999996
7355,M,299.7,310.3,1429,47.7,35,0,No Failure,10.600000000000023,68163.3
7356,L,299.6,310.2,1588,34.1,38,0,No Failure,10.599999999999966,54150.8
7357,L,299.6,310.2,1333,51.2,40,0,No Failure,10.599999999999966,68249.6
7358,L,299.6,310.1,1487,42.9,42,0,No Failure,10.5,63792.299999999996
7359,M,299.5,310.1,1659,31.5,44,0,No Failure,10.600000000000023,52258.5
7360,M,299.4,310.0,1512,43.2,47,0,No Failure,10.600000000000023,65318.4
7361,L,299.5,310.1,1585,35.2,50,0,No Failure,10.600000000000023,55792.00000000001
7362,L,299.5,310.0,1502,38.5,52,0,No Failure,10.5,57827.0
7363,L,299.5,310.0,1594,35.1,54,0,No Failure,10.5,55949.4
7364,L,299.5,310.0,1412,48.9,56,0,No Failure,10.5,69046.8
7365,L,299.5,309.9,1402,51.7,58,0,No Failure,10.399999999999977,72483.40000000001
7366,L,299.6,310.1,2057,20.4,60,0,No Failure,10.5,41962.799999999996
7367,H,299.6,310.1,1531,36.8,62,0,No Failure,10.5,56340.799999999996
7368,M,299.5,310.1,1359,61.1,67,0,No Failure,10.600000000000023,83034.90000000001
7369,M,299.6,310.2,1620,30.0,70,0,No Failure,10.599999999999966,48600.0
7370,M,299.6,310.1,1646,29.6,73,0,No Failure,10.5,48721.600000000006
7371,M,299.6,310.1,1455,46.1,76,0,No Failure,10.5,67075.5
7372,L,299.6,310.2,1512,44.0,79,0,No Failure,10.599999999999966,66528.0
7373,L,299.6,310.2,1473,42.7,81,0,No Failure,10.599999999999966,62897.100000000006
7374,L,299.6,310.1,1553,38.0,83,0,No Failure,10.5,59014.0
7375,L,299.5,310.0,1379,50.4,85,0,No Failure,10.5,69501.59999999999
7376,M,299.4,309.9,1567,40.6,87,0,No Failure,10.5,63620.200000000004
7377,L,299.5,310.0,1481,43.1,90,0,No Failure,10.5,63831.1
7378,L,299.5,310.0,1349,52.7,92,0,No Failure,10.5,71092.3
7379,L,299.5,310.0,1388,52.4,94,0,No Failure,10.5,72731.2
7380,M,299.6,310.1,1357,48.7,96,0,No Failure,10.5,66085.90000000001
7381,L,299.6,310.2,1743,24.8,99,0,No Failure,10.599999999999966,43226.4
7382,L,299.7,310.3,1495,43.1,101,0,No Failure,10.600000000000023,64434.5
7383,L,299.8,310.4,1698,28.3,103,0,No Failure,10.599999999999966,48053.4
7384,M,299.7,310.4,1410,44.5,105,0,No Failure,10.699999999999989,62745.0
7385,L,299.7,310.4,1614,36.2,108,0,No Failure,10.699999999999989,58426.8
7386,M,299.8,310.5,1375,53.9,110,0,No Failure,10.699999999999989,74112.5
7387,M,299.8,310.6,1574,31.8,113,0,No Failure,10.800000000000011,50053.200000000004
7388,H,299.8,310.6,1423,44.6,116,0,No Failure,10.800000000000011,63465.8
7389,M,299.8,310.6,1694,31.3,121,0,No Failure,10.800000000000011,53022.200000000004
7390,L,299.8,310.6,1707,32.5,124,0,No Failure,10.800000000000011,55477.5
7391,M,299.7,310.5,1490,41.2,126,0,No Failure,10.800000000000011,61388.00000000001
7392,L,299.7,310.6,1675,31.3,129,0,No Failure,10.900000000000034,52427.5
7393,M,299.7,310.5,1492,39.3,131,0,No Failure,10.800000000000011,58635.6
7394,M,299.7,310.5,1594,35.4,134,0,No Failure,10.800000000000011,56427.6
7395,L,299.7,310.6,1479,38.0,137,0,No Failure,10.900000000000034,56202.0
7396,M,299.7,310.6,1572,38.0,139,0,No Failure,10.900000000000034,59736.0
7397,L,299.7,310.6,1616,35.1,142,0,No Failure,10.900000000000034,56721.600000000006
7398,L,299.7,310.6,1737,26.1,144,0,No Failure,10.900000000000034,45335.700000000004
7399,M,299.7,310.7,1498,37.8,146,0,No Failure,11.0,56624.399999999994
7400,L,299.6,310.6,1642,35.1,149,0,No Failure,11.0,57634.200000000004
7401,M,299.6,310.6,1633,34.2,151,0,No Failure,11.0,55848.600000000006
7402,L,299.8,310.8,1409,51.9,154,0,No Failure,11.0,73127.09999999999
7403,M,299.8,310.8,1463,43.5,156,0,No Failure,11.0,63640.5
7404,L,299.8,310.8,1376,48.6,159,0,No Failure,11.0,66873.6
7405,L,299.8,310.8,1553,32.2,161,0,No Failure,11.0,50006.600000000006
7406,M,299.8,310.8,1530,35.2,163,0,No Failure,11.0,53856.00000000001
7407,L,299.8,310.9,1545,40.7,166,0,No Failure,11.099999999999966,62881.50000000001
7408,H,299.8,310.9,1427,47.2,168,0,No Failure,11.099999999999966,67354.40000000001
7409,L,299.9,310.9,1292,51.1,173,0,No Failure,11.0,66021.2
7410,L,299.8,310.9,2084,17.6,175,0,No Failure,11.099999999999966,36678.4
7411,L,299.9,311.0,1747,27.6,177,0,No Failure,11.100000000000023,48217.200000000004
7412,L,300.0,311.1,1425,47.8,179,0,No Failure,11.100000000000023,68115.0
7413,L,300.0,311.0,1637,33.6,181,0,No Failure,11.0,55003.200000000004
7414,M,300.1,311.1,1616,35.2,183,0,No Failure,11.0,56883.200000000004
7415,L,300.1,311.1,1619,33.4,186,0,No Failure,11.0,54074.6
7416,L,300.1,311.2,1489,39.1,188,0,No Failure,11.099999999999966,58219.9
7417,M,300.1,311.2,1452,42.4,190,0,No Failure,11.099999999999966,61564.799999999996
7418,M,300.1,311.3,1495,41.0,193,0,No Failure,11.199999999999989,61295.0
7419,M,300.2,311.4,1427,39.7,196,0,No Failure,11.199999999999989,56651.9
7420,L,300.1,311.4,1572,36.2,199,0,No Failure,11.299999999999955,56906.4
7421,L,300.1,311.3,1547,40.0,201,0,No Failure,11.199999999999989,61880.0
7422,M,300.1,311.4,1342,48.5,203,0,No Failure,11.299999999999955,65087.0
7423,L,300.0,311.2,1351,44.1,206,0,No Failure,11.199999999999989,59579.1
7424,L,300.0,311.3,1407,47.3,208,0,No Failure,11.300000000000011,66551.09999999999
7425,M,300.1,311.4,1575,29.8,210,0,No Failure,11.299999999999955,46935.0
7426,M,300.0,311.4,1791,24.1,213,0,No Failure,11.399999999999977,43163.100000000006
7427,M,300.0,311.4,1692,29.0,216,1,Tool Wear Failure,11.399999999999977,49068.0
7428,L,300.0,311.4,1634,31.9,0,0,No Failure,11.399999999999977,52124.6
7429,M,300.0,311.4,1864,23.3,2,0,No Failure,11.399999999999977,43431.200000000004
7430,L,300.0,311.4,1590,33.6,5,0,No Failure,11.399999999999977,53424.0
7431,M,300.0,311.4,1384,46.1,7,0,No Failure,11.399999999999977,63802.4
7432,M,300.0,311.4,1352,61.8,10,0,No Failure,11.399999999999977,83553.59999999999
7433,L,300.1,311.4,1484,43.1,13,0,No Failure,11.299999999999955,63960.4
7434,M,300.1,311.4,1913,21.9,15,0,No Failure,11.299999999999955,41894.7
7435,L,300.0,311.4,1508,38.2,18,0,No Failure,11.399999999999977,57605.600000000006
7436,L,299.9,311.3,1504,40.7,20,0,No Failure,11.400000000000034,61212.8
7437,L,300.0,311.4,1487,41.2,22,0,No Failure,11.399999999999977,61264.4
7438,L,299.8,311.3,1727,30.0,24,0,No Failure,11.5,51810.0
7439,L,299.9,311.3,1647,27.5,26,0,No Failure,11.400000000000034,45292.5
7440,L,300.0,311.3,1493,41.4,28,0,No Failure,11.300000000000011,61810.2
7441,L,300.0,311.4,1655,29.6,30,0,No Failure,11.399999999999977,48988.0
7442,M,299.9,311.4,1337,54.8,32,0,No Failure,11.5,73267.59999999999
7443,L,300.0,311.5,1601,36.9,35,0,No Failure,11.5,59076.899999999994
7444,H,300.1,311.6,1589,37.9,37,0,No Failure,11.5,60223.1
7445,L,300.2,311.7,1286,55.1,42,0,No Failure,11.5,70858.6
7446,L,300.2,311.7,1553,41.3,44,0,No Failure,11.5,64138.899999999994
7447,L,300.2,311.8,1379,51.0,46,0,No Failure,11.600000000000023,70329.0
7448,M,300.3,311.9,1677,30.8,48,0,No Failure,11.599999999999966,51651.6
7449,L,300.3,311.8,1488,38.4,51,0,No Failure,11.5,57139.2
7450,L,300.3,311.8,1418,45.9,53,0,No Failure,11.5,65086.2
7451,L,300.3,311.8,1451,41.0,55,0,No Failure,11.5,59491.0
7452,L,300.3,311.8,1508,43.1,57,0,No Failure,11.5,64994.8
7453,L,300.3,311.7,1579,33.6,59,0,No Failure,11.399999999999977,53054.4
7454,H,300.3,311.7,1432,47.7,61,0,No Failure,11.399999999999977,68306.40000000001
7455,L,300.2,311.6,1446,47.3,66,0,No Failure,11.400000000000034,68395.8
7456,M,300.2,311.7,1597,39.5,68,0,No Failure,11.5,63081.5
7457,M,300.2,311.7,1397,50.2,71,0,No Failure,11.5,70129.40000000001
7458,L,300.1,311.6,1530,36.6,74,0,No Failure,11.5,55998.0
7459,M,300.1,311.6,1433,51.4,76,0,No Failure,11.5,73656.2
7460,L,300.0,311.5,1591,32.0,79,0,No Failure,11.5,50912.0
7461,L,300.0,311.5,1445,41.6,81,0,No Failure,11.5,60112.0
7462,L,300.0,311.5,1749,28.3,83,0,No Failure,11.5,49496.700000000004
7463,L,300.0,311.3,1703,30.4,85,0,No Failure,11.300000000000011,51771.2
7464,H,300.1,311.4,1518,46.9,87,0,No Failure,11.299999999999955,71194.2
7465,L,300.1,311.3,1535,42.3,92,0,No Failure,11.199999999999989,64930.49999999999
7466,M,300.1,311.4,1390,52.1,94,0,No Failure,11.299999999999955,72419.0
7467,H,300.3,311.6,1801,23.6,97,0,No Failure,11.300000000000011,42503.600000000006
7468,H,300.3,311.6,1463,41.6,102,0,No Failure,11.300000000000011,60860.8
7469,L,300.3,311.6,1560,37.7,107,0,No Failure,11.300000000000011,58812.00000000001
7470,L,300.3,311.6,1607,33.5,109,0,No Failure,11.300000000000011,53834.5
7471,L,300.4,311.6,1332,54.6,111,0,No Failure,11.200000000000045,72727.2
7472,L,300.3,311.7,1365,53.3,113,0,No Failure,11.399999999999977,72754.5
7473,M,300.3,311.6,1617,32.5,115,0,No Failure,11.300000000000011,52552.5
7474,M,300.3,311.6,1304,62.8,118,0,No Failure,11.300000000000011,81891.2
7475,L,300.3,311.7,1989,22.3,121,0,No Failure,11.399999999999977,44354.700000000004
7476,H,300.3,311.6,1339,53.4,123,0,No Failure,11.300000000000011,71502.59999999999
7477,L,300.2,311.5,1492,41.8,128,0,No Failure,11.300000000000011,62365.6
7478,M,300.1,311.3,1518,40.2,130,0,No Failure,11.199999999999989,61023.600000000006
7479,L,300.1,311.3,1479,39.5,133,0,No Failure,11.199999999999989,58420.5
7480,M,300.1,311.3,1523,34.1,135,0,No Failure,11.199999999999989,51934.3
7481,M,300.2,311.4,1570,35.3,138,0,No Failure,11.199999999999989,55420.99999999999
7482,H,300.2,311.4,1506,36.1,141,0,No Failure,11.199999999999989,54366.6
7483,M,300.2,311.6,1510,47.5,146,0,No Failure,11.400000000000034,71725.0
7484,L,300.2,311.6,1671,28.8,149,0,No Failure,11.400000000000034,48124.8
7485,M,300.3,311.6,1312,53.4,151,0,No Failure,11.300000000000011,70060.8
7486,L,300.3,311.6,1595,38.8,154,0,No Failure,11.300000000000011,61885.99999999999
7487,L,300.3,311.7,1635,31.8,156,0,No Failure,11.399999999999977,51993.0
7488,L,300.3,311.7,1707,33.6,158,0,No Failure,11.399999999999977,57355.200000000004
7489,L,300.3,311.7,1545,43.5,160,0,Random Failures,11.399999999999977,67207.5
7490,M,300.2,311.6,1751,28.0,162,0,No Failure,11.400000000000034,49028.0
7491,M,300.4,311.8,1707,30.0,165,0,No Failure,11.400000000000034,51210.0
7492,L,300.4,311.8,1320,57.9,168,0,No Failure,11.400000000000034,76428.0
7493,M,300.3,311.7,1319,51.4,170,0,No Failure,11.399999999999977,67796.59999999999
7494,L,300.2,311.7,1448,54.2,173,0,No Failure,11.5,78481.6
7495,L,300.2,311.8,1436,48.2,175,0,No Failure,11.600000000000023,69215.2
7496,L,300.3,311.9,1609,34.0,177,0,No Failure,11.599999999999966,54706.0
7497,L,300.2,311.8,1464,44.5,179,0,No Failure,11.600000000000023,65148.0
7498,M,300.3,311.8,1483,45.1,181,0,No Failure,11.5,66883.3
7499,M,300.2,311.8,1748,28.5,184,0,No Failure,11.600000000000023,49818.0
7500,L,300.3,311.8,1746,26.3,187,0,No Failure,11.5,45919.8
7501,L,300.2,311.8,1410,51.4,189,0,No Failure,11.600000000000023,72474.0
7502,L,300.2,311.7,1640,30.8,191,0,No Failure,11.5,50512.0
7503,H,300.3,311.7,1655,29.9,193,0,No Failure,11.399999999999977,49484.5
7504,M,300.3,311.7,1646,28.9,198,0,No Failure,11.399999999999977,47569.399999999994
7505,L,300.4,311.8,1589,42.0,201,0,No Failure,11.400000000000034,66738.0
7506,L,300.5,311.9,1546,39.4,203,0,No Failure,11.399999999999977,60912.399999999994
7507,L,300.5,311.9,1511,41.8,205,0,No Failure,11.399999999999977,63159.799999999996
7508,L,300.5,311.9,1750,28.3,207,0,No Failure,11.399999999999977,49525.0
7509,M,300.5,311.9,1730,27.5,209,0,No Failure,11.399999999999977,47575.0
7510,L,300.6,311.9,1372,60.1,212,1,Overstrain Failure,11.299999999999955,82457.2
7511,L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure,11.300000000000011,59283.6
7512,L,300.4,311.8,1601,36.1,0,0,No Failure,11.400000000000034,57796.100000000006
7513,M,300.5,311.8,1636,34.4,2,0,No Failure,11.300000000000011,56278.399999999994
7514,L,300.4,311.8,2261,14.9,5,0,No Failure,11.400000000000034,33688.9
7515,L,300.4,311.8,1636,32.3,7,0,No Failure,11.400000000000034,52842.799999999996
7516,M,300.4,311.9,1335,58.3,9,0,No Failure,11.5,77830.5
7517,M,300.3,311.7,1236,57.5,12,0,No Failure,11.399999999999977,71070.0
7518,L,300.3,311.7,1445,47.3,15,0,No Failure,11.399999999999977,68348.5
7519,L,300.2,311.5,1500,40.8,17,0,No Failure,11.300000000000011,61199.99999999999
7520,L,300.2,311.6,1999,21.0,19,0,No Failure,11.400000000000034,41979.0
7521,L,300.2,311.6,1529,35.5,21,0,No Failure,11.400000000000034,54279.5
7522,M,300.2,311.6,1467,40.7,23,0,No Failure,11.400000000000034,59706.9
7523,L,300.1,311.5,1334,54.0,26,0,No Failure,11.399999999999977,72036.0
7524,M,300.1,311.5,1343,46.2,28,0,No Failure,11.399999999999977,62046.600000000006
7525,L,300.2,311.5,1639,31.1,31,0,No Failure,11.300000000000011,50972.9
7526,H,300.1,311.5,1383,49.1,33,0,No Failure,11.399999999999977,67905.3
7527,L,300.1,311.4,1660,31.4,38,0,No Failure,11.299999999999955,52124.0
7528,L,300.1,311.3,1470,45.2,40,0,No Failure,11.199999999999989,66444.0
7529,M,300.1,311.3,1748,26.6,42,0,No Failure,11.199999999999989,46496.8
7530,L,300.1,311.4,1467,35.7,45,0,No Failure,11.299999999999955,52371.9
7531,M,300.1,311.4,1617,39.3,47,0,No Failure,11.299999999999955,63548.1
7532,H,300.1,311.4,1377,56.7,50,0,No Failure,11.299999999999955,78075.90000000001
7533,M,300.0,311.3,1629,32.1,55,0,No Failure,11.300000000000011,52290.9
7534,L,300.0,311.2,1504,37.9,58,0,No Failure,11.199999999999989,57001.6
7535,L,300.0,311.2,1418,47.3,60,0,No Failure,11.199999999999989,67071.4
7536,L,300.0,311.2,1629,31.7,62,0,No Failure,11.199999999999989,51639.299999999996
7537,L,300.1,311.3,2579,12.5,64,1,Power Failure,11.199999999999989,32237.5
7538,L,300.1,311.3,1305,64.7,66,0,No Failure,11.199999999999989,84433.5
7539,M,300.2,311.4,1450,38.5,68,0,No Failure,11.199999999999989,55825.0
7540,L,300.2,311.3,1487,36.9,71,0,No Failure,11.100000000000023,54870.299999999996
7541,M,300.2,311.3,1587,31.2,73,0,No Failure,11.100000000000023,49514.4
7542,M,300.3,311.5,1528,40.9,76,0,No Failure,11.199999999999989,62495.2
7543,M,300.4,311.6,1401,49.9,79,0,No Failure,11.200000000000045,69909.9
7544,L,300.3,311.5,1446,45.0,82,0,No Failure,11.199999999999989,65070.0
7545,L,300.2,311.4,1425,44.2,84,0,No Failure,11.199999999999989,62985.00000000001
7546,L,300.2,311.4,1891,22.6,86,0,No Failure,11.199999999999989,42736.600000000006
7547,H,300.2,311.5,1454,42.8,88,0,No Failure,11.300000000000011,62231.2
7548,L,300.1,311.4,1430,40.9,93,0,No Failure,11.299999999999955,58487.0
7549,L,300.2,311.4,1495,43.6,95,0,No Failure,11.199999999999989,65182.0
7550,L,300.3,311.4,1544,41.6,97,0,No Failure,11.099999999999966,64230.4
7551,M,300.3,311.4,1554,34.3,99,0,No Failure,11.099999999999966,53302.2
7552,M,300.2,311.3,1491,37.3,102,0,No Failure,11.100000000000023,55614.299999999996
7553,L,300.3,311.3,1525,40.7,105,0,No Failure,11.0,62067.50000000001
7554,L,300.3,311.3,1505,39.6,107,0,No Failure,11.0,59598.0
7555,M,300.3,311.4,1371,50.2,109,0,No Failure,11.099999999999966,68824.2
7556,L,300.3,311.3,1332,60.5,112,0,No Failure,11.0,80586.0
7557,L,300.3,311.4,1471,37.0,114,0,No Failure,11.099999999999966,54427.0
7558,M,300.4,311.5,1750,27.3,116,0,No Failure,11.100000000000023,47775.0
7559,M,300.3,311.4,1386,48.1,119,0,No Failure,11.099999999999966,66666.6
7560,M,300.4,311.4,1355,56.2,122,0,No Failure,11.0,76151.0
7561,M,300.3,311.3,1377,53.8,125,0,No Failure,11.0,74082.59999999999
7562,L,300.3,311.1,1388,49.4,128,0,No Failure,10.800000000000011,68567.2
7563,M,300.3,311.1,1350,58.7,130,0,No Failure,10.800000000000011,79245.0
7564,M,300.4,311.2,1831,23.4,133,0,No Failure,10.800000000000011,42845.399999999994
7565,M,300.3,311.2,1381,65.2,136,1,Power Failure,10.899999999999977,90041.2
7566,M,300.3,311.2,1783,25.6,139,0,No Failure,10.899999999999977,45644.8
7567,L,300.3,311.0,1613,34.7,142,0,No Failure,10.699999999999989,55971.100000000006
7568,M,300.2,311.0,2370,14.7,144,0,No Failure,10.800000000000011,34839.0
7569,L,300.2,311.0,1627,33.7,147,0,No Failure,10.800000000000011,54829.9
7570,L,300.2,311.0,1255,71.8,149,1,Power Failure,10.800000000000011,90109.0
7571,H,300.2,311.0,1777,27.5,151,0,No Failure,10.800000000000011,48867.5
7572,L,300.3,311.1,1606,30.9,156,0,No Failure,10.800000000000011,49625.399999999994
7573,L,300.3,311.1,1676,28.6,158,0,No Failure,10.800000000000011,47933.600000000006
7574,L,300.3,311.1,1605,37.1,160,0,No Failure,10.800000000000011,59545.5
7575,L,300.4,311.1,1487,37.4,162,0,No Failure,10.700000000000045,55613.799999999996
7576,L,300.4,311.2,1471,46.5,164,0,No Failure,10.800000000000011,68401.5
7577,M,300.3,311.1,1477,44.2,166,0,No Failure,10.800000000000011,65283.4
7578,L,300.4,311.2,1530,32.0,169,0,No Failure,10.800000000000011,48960.0
7579,L,300.4,311.2,1673,28.9,171,0,No Failure,10.800000000000011,48349.7
7580,L,300.4,311.2,1436,56.8,173,0,No Failure,10.800000000000011,81564.8
7581,L,300.4,311.3,1495,51.2,175,0,No Failure,10.900000000000034,76544.0
7582,M,300.4,311.2,1366,56.1,177,0,No Failure,10.800000000000011,76632.6
7583,H,300.4,311.2,1489,45.3,180,0,No Failure,10.800000000000011,67451.7
7584,L,300.3,311.1,1480,46.6,185,0,No Failure,10.800000000000011,68968.0
7585,L,300.4,311.2,1472,37.3,187,0,No Failure,10.800000000000011,54905.6
7586,L,300.4,311.1,1397,50.8,189,0,No Failure,10.700000000000045,70967.59999999999
7587,L,300.4,311.1,1589,35.5,191,0,No Failure,10.700000000000045,56409.5
7588,L,300.4,311.1,1405,54.1,193,0,No Failure,10.700000000000045,76010.5
7589,L,300.4,311.1,2013,20.1,195,0,No Failure,10.700000000000045,40461.3
7590,L,300.4,311.0,1802,26.0,197,0,No Failure,10.600000000000023,46852.0
7591,M,300.4,311.0,1433,46.1,199,0,No Failure,10.600000000000023,66061.3
7592,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure,10.600000000000023,79444.8
7593,M,300.5,311.2,1551,36.6,205,0,No Failure,10.699999999999989,56766.600000000006
7594,L,300.5,311.2,1270,67.5,208,1,Overstrain Failure,10.699999999999989,85725.0
7595,L,300.6,311.3,1531,38.5,0,0,No Failure,10.699999999999989,58943.5
7596,H,300.5,311.2,1397,45.2,2,0,No Failure,10.699999999999989,63144.4
7597,L,300.5,311.1,1547,37.2,7,0,No Failure,10.600000000000023,57548.4
7598,L,300.5,311.0,2074,18.9,9,0,No Failure,10.5,39198.6
7599,L,300.5,311.1,1491,42.6,11,0,No Failure,10.600000000000023,63516.6
7600,L,300.5,311.0,1759,28.3,13,0,No Failure,10.5,49779.700000000004
7601,M,300.4,311.0,1595,35.4,15,0,No Failure,10.600000000000023,56463.0
7602,L,300.4,311.2,1351,62.0,18,0,No Failure,10.800000000000011,83762.0
7603,L,300.4,311.2,1705,28.7,20,0,No Failure,10.800000000000011,48933.5
7604,L,300.4,311.2,1406,43.6,22,0,No Failure,10.800000000000011,61301.6
7605,L,300.4,311.3,1639,34.6,24,0,No Failure,10.900000000000034,56709.4
7606,H,300.4,311.3,2026,20.3,26,0,No Failure,10.900000000000034,41127.8
7607,M,300.4,311.3,1350,56.5,31,0,No Failure,10.900000000000034,76275.0
7608,M,300.5,311.3,1468,41.1,34,0,No Failure,10.800000000000011,60334.8
7609,L,300.5,311.4,1642,27.1,37,0,No Failure,10.899999999999977,44498.200000000004
7610,L,300.5,311.3,1490,41.8,39,0,No Failure,10.800000000000011,62281.99999999999
7611,M,300.5,311.3,1507,43.4,41,0,No Failure,10.800000000000011,65403.799999999996
7612,L,300.5,311.4,1611,32.7,44,0,No Failure,10.899999999999977,52679.700000000004
7613,M,300.5,311.4,1743,27.6,46,0,No Failure,10.899999999999977,48106.8
7614,L,300.5,311.3,1475,46.3,49,0,No Failure,10.800000000000011,68292.5
7615,L,300.5,311.4,1432,47.5,51,0,No Failure,10.899999999999977,68020.0
7616,L,300.5,311.4,1442,47.0,53,0,No Failure,10.899999999999977,67774.0
7617,M,300.6,311.4,1468,40.4,55,0,No Failure,10.799999999999955,59307.2
7618,L,300.5,311.4,1556,45.3,58,0,No Failure,10.899999999999977,70486.79999999999
7619,M,300.5,311.4,1312,51.4,60,0,No Failure,10.899999999999977,67436.8
7620,L,300.6,311.5,1459,47.0,63,0,No Failure,10.899999999999977,68573.0
7621,L,300.5,311.5,1651,36.9,65,0,No Failure,11.0,60921.899999999994
7622,L,300.5,311.5,1490,38.4,67,0,No Failure,11.0,57216.0
7623,M,300.6,311.6,1473,31.5,69,0,No Failure,11.0,46399.5
7624,L,300.6,311.7,1734,29.9,72,0,No Failure,11.099999999999966,51846.6
7625,L,300.6,311.7,1507,45.5,74,0,No Failure,11.099999999999966,68568.5
7626,L,300.6,311.7,1556,34.9,76,0,No Failure,11.099999999999966,54304.399999999994
7627,H,300.5,311.6,1351,53.5,78,0,No Failure,11.100000000000023,72278.5
7628,L,300.5,311.7,1445,44.8,83,0,No Failure,11.199999999999989,64735.99999999999
7629,L,300.5,311.7,1619,32.7,85,0,No Failure,11.199999999999989,52941.3
7630,M,300.5,311.7,1269,64.0,87,0,No Failure,11.199999999999989,81216.0
7631,L,300.5,311.6,1534,37.7,90,0,No Failure,11.100000000000023,57831.8
7632,L,300.5,311.6,1444,49.3,92,0,No Failure,11.100000000000023,71189.2
7633,L,300.5,311.6,1744,26.8,94,0,No Failure,11.100000000000023,46739.200000000004
7634,L,300.4,311.5,1441,44.6,96,0,No Failure,11.100000000000023,64268.6
7635,M,300.3,311.3,1506,40.7,98,0,No Failure,11.0,61294.200000000004
7636,L,300.3,311.4,1526,38.5,101,0,No Failure,11.099999999999966,58751.0
7637,L,300.4,311.5,1704,29.7,103,0,No Failure,11.100000000000023,50608.799999999996
7638,H,300.4,311.4,1445,52.4,105,0,No Failure,11.0,75718.0
7639,L,300.5,311.5,1661,35.9,110,0,No Failure,11.0,59629.899999999994
7640,L,300.5,311.4,1466,41.8,112,0,No Failure,10.899999999999977,61278.799999999996
7641,L,300.4,311.3,1608,35.1,114,0,No Failure,10.900000000000034,56440.8
7642,M,300.4,311.4,1352,57.3,116,0,No Failure,11.0,77469.59999999999
7643,M,300.4,311.4,1604,31.7,119,0,No Failure,11.0,50846.799999999996
7644,H,300.4,311.4,1427,50.7,122,0,No Failure,11.0,72348.90000000001
7645,L,300.4,311.4,1424,44.6,127,0,No Failure,11.0,63510.4
7646,L,300.4,311.4,1662,29.3,129,0,No Failure,11.0,48696.6
7647,L,300.4,311.4,1936,23.9,131,0,No Failure,11.0,46270.399999999994
7648,L,300.4,311.4,1728,31.7,133,0,No Failure,11.0,54777.6
7649,L,300.4,311.4,1552,28.8,135,0,No Failure,11.0,44697.6
7650,H,300.4,311.5,1662,29.0,137,0,No Failure,11.100000000000023,48198.0
7651,L,300.3,311.4,1343,57.7,142,0,No Failure,11.099999999999966,77491.1
7652,M,300.4,311.5,1476,32.6,144,0,No Failure,11.100000000000023,48117.6
7653,L,300.3,311.4,1346,51.1,147,0,No Failure,11.099999999999966,68780.6
7654,L,300.4,311.5,1492,44.6,149,0,No Failure,11.100000000000023,66543.2
7655,M,300.3,311.5,1540,41.5,151,0,No Failure,11.199999999999989,63910.0
7656,L,300.4,311.5,1596,32.5,154,0,No Failure,11.100000000000023,51870.0
7657,L,300.5,311.6,1541,47.8,156,0,No Failure,11.100000000000023,73659.79999999999
7658,L,300.5,311.6,1661,30.0,158,0,No Failure,11.100000000000023,49830.0
7659,M,300.4,311.6,1359,55.4,160,0,No Failure,11.200000000000045,75288.59999999999
7660,L,300.5,311.6,1528,42.4,163,0,No Failure,11.100000000000023,64787.2
7661,M,300.5,311.6,1246,52.9,165,0,No Failure,11.100000000000023,65913.4
7662,L,300.5,311.6,1575,32.5,168,0,No Failure,11.100000000000023,51187.5
7663,M,300.5,311.6,1658,30.4,170,0,No Failure,11.100000000000023,50403.2
7664,L,300.5,311.6,1385,54.8,173,0,No Failure,11.100000000000023,75898.0
7665,H,300.5,311.7,1454,50.3,175,0,No Failure,11.199999999999989,73136.2
7666,L,300.5,311.6,1497,40.5,180,0,No Failure,11.100000000000023,60628.5
7667,M,300.6,311.7,1424,50.8,182,0,No Failure,11.099999999999966,72339.2
7668,L,300.6,311.7,1528,43.9,185,0,No Failure,11.099999999999966,67079.2
7669,L,300.6,311.8,1539,37.0,187,0,No Failure,11.199999999999989,56943.0
7670,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure,11.100000000000023,78022.4
7671,L,300.5,311.6,1525,37.6,191,0,No Failure,11.100000000000023,57340.0
7672,M,300.5,311.6,1456,51.1,193,0,No Failure,11.100000000000023,74401.6
7673,M,300.5,311.7,2141,17.2,196,0,No Failure,11.199999999999989,36825.2
7674,M,300.5,311.6,1476,39.1,199,0,No Failure,11.100000000000023,57711.6
7675,L,300.5,311.6,1509,47.2,202,0,No Failure,11.100000000000023,71224.8
7676,L,300.5,311.6,1447,45.4,204,0,No Failure,11.100000000000023,65693.8
7677,L,300.6,311.7,1448,49.1,206,0,No Failure,11.099999999999966,71096.8
7678,L,300.6,311.7,1428,52.6,208,0,No Failure,11.099999999999966,75112.8
7679,M,300.6,311.7,1389,52.1,210,0,No Failure,11.099999999999966,72366.90000000001
7680,L,300.7,311.7,1635,32.4,213,0,No Failure,11.0,52974.0
7681,L,300.7,311.7,1395,43.7,215,0,No Failure,11.0,60961.50000000001
7682,L,300.7,311.8,1443,43.7,217,0,No Failure,11.100000000000023,63059.100000000006
7683,M,300.7,311.7,1412,49.1,219,0,No Failure,11.0,69329.2
